total_saved,gc_saved,trie_atten_saved,time_took
1583,158,1425,"[1751543115.8753567, 1751543115.9850032, 1751543115.9861553, 1751543116.1857102, 1751543116.273394, 1751543116.363197, 1751543116.4510155, 1751543116.5397198, 1751543116.6225677, 1751543116.717243, 1751543116.8073914, 1751543116.8991404, 1751543116.991817, 1751543117.0831153, 1751543117.1729672, 1751543117.2636817, 1751543117.3539894, 1751543117.4430964, 1751543117.5347605, 1751543117.6275268, 1751543117.7198555, 1751543117.8124592, 1751543117.902801, 1751543117.9944458, 1751543118.0858526, 1751543118.1788938, 1751543118.2682033, 1751543118.3601174, 1751543118.4505029, 1751543118.5421746, 1751543118.6326969, 1751543118.726442, 1751543118.818275, 1751543118.9132063, 1751543119.0063975, 1751543119.0983143, 1751543119.1884289, 1751543119.2773278, 1751543119.371209, 1751543119.462885, 1751543119.5552602, 1751543119.650681, 1751543119.7462742]"
1271,136,1135,"[1751543120.1068165, 1751543120.1978781, 1751543120.1994565, 1751543120.3671985, 1751543120.4516513, 1751543120.5379, 1751543120.6205628, 1751543120.7074754, 1751543120.7985926, 1751543120.8891938, 1751543120.9798107, 1751543121.074242, 1751543121.1610222, 1751543121.2533286, 1751543121.3458025, 1751543121.436148, 1751543121.5281005, 1751543121.6174862, 1751543121.708672, 1751543121.7992404, 1751543121.889314, 1751543121.981235, 1751543122.0699728, 1751543122.1635485, 1751543122.2555144, 1751543122.346727, 1751543122.4379442, 1751543122.529663, 1751543122.6177707, 1751543122.7075672, 1751543122.8005667, 1751543122.894954, 1751543122.9851983, 1751543123.0768168, 1751543123.1671453, 1751543123.2566047]"
639,40,599,"[1751543123.6504776, 1751543123.7390652, 1751543123.7402647, 1751543123.8842208, 1751543123.9745913]"
975,152,823,"[1751543124.3564498, 1751543124.4526293, 1751543124.455364, 1751543124.5938559, 1751543124.682543, 1751543124.7688563, 1751543124.8563814, 1751543124.9491708, 1751543125.0399792, 1751543125.1320248, 1751543125.2219088, 1751543125.3131542, 1751543125.4035847, 1751543125.4954314, 1751543125.5892131, 1751543125.6756763, 1751543125.7668586, 1751543125.856785, 1751543125.9496133, 1751543126.0416336, 1751543126.132452, 1751543126.2240272, 1751543126.3147492, 1751543126.4063783, 1751543126.4972188, 1751543126.5887783, 1751543126.6792026, 1751543126.770619, 1751543126.861547, 1751543126.953534, 1751543127.0447598, 1751543127.1371973, 1751543127.2330358, 1751543127.327656, 1751543127.420979, 1751543127.5184534, 1751543127.616926, 1751543127.7118516]"
1783,355,1428,"[1751543128.0944505, 1751543128.203621, 1751543128.2048278, 1751543128.3917384, 1751543128.4819736, 1751543128.5706625, 1751543128.6607535, 1751543128.7496152, 1751543128.8404636, 1751543128.9340436, 1751543129.0236588, 1751543129.114439, 1751543129.2059686, 1751543129.2964783, 1751543129.3883333, 1751543129.4806073, 1751543129.5712457, 1751543129.6616642, 1751543129.7525687, 1751543129.8437612, 1751543129.9347322, 1751543130.0262032, 1751543130.1165335, 1751543130.2067678, 1751543130.3012764, 1751543130.3930748, 1751543130.4859412, 1751543130.5773916, 1751543130.6701257, 1751543130.7593532, 1751543130.8501163, 1751543130.9455738, 1751543131.035668, 1751543131.127306, 1751543131.218021, 1751543131.3093278, 1751543131.4018023, 1751543131.4924405, 1751543131.5843003, 1751543131.6783261, 1751543131.7681768, 1751543131.859886, 1751543131.9539742, 1751543132.0490339, 1751543132.1471474, 1751543132.2508864, 1751543132.3500066, 1751543132.4486601, 1751543132.543863, 1751543132.642923, 1751543132.7417681, 1751543132.839796, 1751543132.936293, 1751543133.0379603, 1751543133.1396344, 1751543133.240853, 1751543133.3421338, 1751543133.4429948, 1751543133.544127, 1751543133.6465883, 1751543133.7456365, 1751543133.848789, 1751543133.9496124, 1751543134.0502799, 1751543134.1510196]"
1199,188,1011,"[1751543134.5277948, 1751543134.621974, 1751543134.6231737, 1751543134.789911, 1751543134.879251, 1751543134.9707334, 1751543135.0569446, 1751543135.144238, 1751543135.2327158, 1751543135.3261125, 1751543135.4188623, 1751543135.5074027, 1751543135.5983384, 1751543135.7016711, 1751543135.792934, 1751543135.882515, 1751543135.9722059, 1751543136.0635712, 1751543136.152385, 1751543136.243882, 1751543136.33643, 1751543136.429357, 1751543136.5187528, 1751543136.6108344, 1751543136.701804, 1751543136.7935035, 1751543136.8828578, 1751543136.9744334, 1751543137.0658746, 1751543137.1574874, 1751543137.247572, 1751543137.3401487, 1751543137.4335065, 1751543137.523233]"
783,119,664,"[1751543137.9152858, 1751543138.0057578, 1751543138.00788, 1751543138.149763, 1751543138.2383456, 1751543138.326284, 1751543138.4127276, 1751543138.5024853, 1751543138.5923564, 1751543138.6847494, 1751543138.7750695, 1751543138.8673136, 1751543138.9572136, 1751543139.0540023, 1751543139.1409388, 1751543139.2333043, 1751543139.3209324, 1751543139.4130657]"
895,132,763,"[1751543139.8004434, 1751543139.891875, 1751543139.8931577, 1751543140.0442557, 1751543140.1311877, 1751543140.2226224, 1751543140.3112867, 1751543140.4045563, 1751543140.495276, 1751543140.5874999, 1751543140.6773958, 1751543140.770363, 1751543140.86653, 1751543140.955655, 1751543141.0427604, 1751543141.1335905, 1751543141.2248037, 1751543141.3163211, 1751543141.406225, 1751543141.4978254, 1751543141.5879562, 1751543141.6803322, 1751543141.769973]"
1247,116,1131,"[1751543142.163916, 1751543142.2608752, 1751543142.2620537, 1751543142.438896, 1751543142.5266318, 1751543142.618992, 1751543142.706, 1751543142.799203, 1751543142.892105, 1751543142.9840446, 1751543143.0731585, 1751543143.1646004, 1751543143.2559843, 1751543143.3468797, 1751543143.4349835, 1751543143.527166, 1751543143.6208773, 1751543143.7124152, 1751543143.803162, 1751543143.8946526, 1751543143.9851787, 1751543144.0771768, 1751543144.1668215, 1751543144.256674, 1751543144.3495963, 1751543144.4429364, 1751543144.5329344, 1751543144.6242082, 1751543144.7145946, 1751543144.8063102, 1751543144.8977394, 1751543144.9884105, 1751543145.0790107, 1751543145.176942, 1751543145.2718134, 1751543145.383399, 1751543145.478411]"
1327,136,1191,"[1751543145.83312, 1751543145.9373515, 1751543145.938539, 1751543146.144421, 1751543146.2309914, 1751543146.3233068, 1751543146.4135098, 1751543146.5037847, 1751543146.5871067, 1751543146.6725175, 1751543146.7592673, 1751543146.8493676, 1751543146.9400554, 1751543147.031382, 1751543147.122206, 1751543147.2133243, 1751543147.3044844, 1751543147.395417, 1751543147.4858258, 1751543147.5784879, 1751543147.6693304]"
1399,183,1216,"[1751543148.0591617, 1751543148.172833, 1751543148.1740022, 1751543148.3798423, 1751543148.4666207, 1751543148.5575948, 1751543148.6470635, 1751543148.7380953, 1751543148.830977, 1751543148.92276, 1751543149.0133142, 1751543149.1035218, 1751543149.1955965, 1751543149.2847664, 1751543149.3743262, 1751543149.4675028, 1751543149.5599923, 1751543149.6512358, 1751543149.741714, 1751543149.833303, 1751543149.9228234, 1751543150.0166845, 1751543150.1054018, 1751543150.1974416, 1751543150.2983792, 1751543150.3920488, 1751543150.4849565, 1751543150.5784526, 1751543150.6725883, 1751543150.7647948, 1751543150.8544056, 1751543150.9478264, 1751543151.039001, 1751543151.1278038, 1751543151.219097, 1751543151.308052, 1751543151.4023626, 1751543151.4942935, 1751543151.5891159, 1751543151.6843328, 1751543151.7766151, 1751543151.8741863, 1751543151.9678416, 1751543152.0598683]"
4887,126,4761,"[1751543152.4441478, 1751543152.5428023, 1751543152.543728, 1751543152.921214, 1751543153.008512, 1751543153.0997686, 1751543153.1890023, 1751543153.2814457, 1751543153.3725169, 1751543153.464657, 1751543153.55493, 1751543153.6472547, 1751543153.7383635, 1751543153.8285728, 1751543153.9195757, 1751543154.0104437, 1751543154.1014872, 1751543154.1923842, 1751543154.2825131, 1751543154.3710806, 1751543154.462288, 1751543154.5582943, 1751543154.6477747, 1751543154.7387142, 1751543154.829619, 1751543154.9209738, 1751543155.013113, 1751543155.1013765, 1751543155.19078, 1751543155.2796328, 1751543155.373479, 1751543155.4675517, 1751543155.5573215, 1751543155.6483533, 1751543155.754379, 1751543155.8486307, 1751543155.9414277, 1751543156.0320916, 1751543156.1257818, 1751543156.2216046, 1751543156.3157053, 1751543156.4141967, 1751543156.508862, 1751543156.6057212, 1751543156.7046974, 1751543156.8007832, 1751543156.8954992, 1751543156.9915285, 1751543157.0868075, 1751543157.1822267, 1751543157.2793891, 1751543157.37504, 1751543157.4746752, 1751543157.571813, 1751543157.6687214, 1751543157.7688901, 1751543157.8700197, 1751543157.9700549, 1751543158.070862, 1751543158.1713145, 1751543158.2737515, 1751543158.3744051, 1751543158.4754207, 1751543158.5770211, 1751543158.6775439, 1751543158.7791324, 1751543158.8776283, 1751543158.9770179, 1751543159.0721135, 1751543159.1737936, 1751543159.2763152, 1751543159.378786, 1751543159.4783075, 1751543159.5804863, 1751543159.6814268, 1751543159.7833853, 1751543159.8844182, 1751543159.9847882, 1751543160.086957, 1751543160.1878073, 1751543160.2888412, 1751543160.3895528, 1751543160.490549, 1751543160.5907726, 1751543160.6919856, 1751543160.794237, 1751543160.8982046, 1751543160.9983842, 1751543161.0956984, 1751543161.1970255, 1751543161.299174, 1751543161.4000351, 1751543161.500196, 1751543161.6067653, 1751543161.7117457, 1751543161.8160324, 1751543161.9204376, 1751543162.0265298, 1751543162.129147, 1751543162.2354753, 1751543162.3412108, 1751543162.4497528, 1751543162.556091, 1751543162.662426, 1751543162.7717981, 1751543162.8791866, 1751543162.9812963, 1751543163.085134, 1751543163.1901963, 1751543163.2977674, 1751543163.4034204, 1751543163.510664, 1751543163.6211963, 1751543163.7331333, 1751543163.8451343, 1751543163.9557092, 1751543164.068563, 1751543164.1762016, 1751543164.287285, 1751543164.4018342, 1751543164.5128467, 1751543164.624396, 1751543164.7353537, 1751543164.8469403, 1751543164.958133, 1751543165.0682502, 1751543165.1807857, 1751543165.286299, 1751543165.3941565, 1751543165.505974, 1751543165.6162992, 1751543165.73585, 1751543165.8480296, 1751543165.958577, 1751543166.077109, 1751543166.1829803, 1751543166.2927806, 1751543166.40635, 1751543166.5166843, 1751543166.6276634, 1751543166.737927, 1751543166.8500266, 1751543166.9610384, 1751543167.0731142, 1751543167.1835005, 1751543167.2943826, 1751543167.415618, 1751543167.5263338, 1751543167.6389196, 1751543167.748772, 1751543167.8600678, 1751543167.9694607, 1751543168.0838165, 1751543168.1972575, 1751543168.308303, 1751543168.4197798, 1751543168.5314777, 1751543168.6416633, 1751543168.7515283, 1751543168.860665, 1751543168.9821172, 1751543169.1033626, 1751543169.218125, 1751543169.3358524, 1751543169.4519663, 1751543169.568379, 1751543169.6888988, 1751543169.805497, 1751543169.922618, 1751543170.0427756, 1751543170.1632268, 1751543170.28551, 1751543170.4024024, 1751543170.5207922, 1751543170.6404278, 1751543170.759935, 1751543170.8819907, 1751543171.003138, 1751543171.1254838, 1751543171.2461426, 1751543171.3675046, 1751543171.4870005, 1751543171.6118734, 1751543171.7331502, 1751543171.852824, 1751543171.9738634, 1751543172.0957243, 1751543172.2114258, 1751543172.330286, 1751543172.4496512, 1751543172.5710557, 1751543172.6929626, 1751543172.8138645, 1751543172.936405, 1751543173.0559788, 1751543173.1763308, 1751543173.2986581, 1751543173.420559, 1751543173.5425198, 1751543173.6730847, 1751543173.7957594, 1751543173.9173555, 1751543174.0385244, 1751543174.1608033, 1751543174.2811408, 1751543174.4026737, 1751543174.528457, 1751543174.6541762, 1751543174.777333, 1751543174.8990166, 1751543175.0192559, 1751543175.1420252, 1751543175.2664387, 1751543175.3925128, 1751543175.5179074, 1751543175.643561, 1751543175.7677758, 1751543175.8918147, 1751543176.0138783, 1751543176.1382148, 1751543176.2630396, 1751543176.3926873, 1751543176.5288467, 1751543176.6551166, 1751543176.7788935, 1751543176.904519, 1751543177.0304601, 1751543177.1652455, 1751543177.2935147, 1751543177.4203959, 1751543177.5471017, 1751543177.674939, 1751543177.8029528, 1751543177.9284363, 1751543178.0538316, 1751543178.1837738, 1751543178.316715, 1751543178.447561, 1751543178.578152, 1751543178.7102196, 1751543178.8423073, 1751543178.9751823, 1751543179.1083448, 1751543179.2379646, 1751543179.368805, 1751543179.5012429, 1751543179.6338437, 1751543179.7633314, 1751543179.8945544, 1751543180.037737, 1751543180.166801, 1751543180.3115408, 1751543180.4429781, 1751543180.5733013, 1751543180.70456, 1751543180.834369, 1751543180.9662418, 1751543181.098545, 1751543181.2274947, 1751543181.3610728, 1751543181.4928963, 1751543181.6267414, 1751543181.7565012, 1751543181.8964627, 1751543182.0311086, 1751543182.1625702, 1751543182.3141723, 1751543182.444211, 1751543182.5774972, 1751543182.7092283, 1751543182.8391025, 1751543182.9712098, 1751543183.105238, 1751543183.2371244, 1751543183.372686, 1751543183.5079129, 1751543183.6415703, 1751543183.779883, 1751543183.9128277, 1751543184.0510387, 1751543184.1886008, 1751543184.3297858, 1751543184.4654026, 1751543184.6043065, 1751543184.740409, 1751543184.8826818, 1751543185.0222375, 1751543185.15932, 1751543185.2965913, 1751543185.4366534, 1751543185.573873, 1751543185.7110267, 1751543185.8532395, 1751543185.9938262, 1751543186.1348176, 1751543186.2759736, 1751543186.4210699, 1751543186.5596857, 1751543186.7024338, 1751543186.841151, 1751543186.9771125, 1751543187.1159163, 1751543187.2581925, 1751543187.4009304, 1751543187.5417395, 1751543187.6830215, 1751543187.822112, 1751543187.9652672, 1751543188.1090686, 1751543188.2496798, 1751543188.3911695, 1751543188.5410047, 1751543188.683802, 1751543188.8271365, 1751543188.9682977, 1751543189.1102328, 1751543189.2516289, 1751543189.3926837, 1751543189.5305474, 1751543189.6738737]"
1839,102,1737,"[1751543190.1195836, 1751543190.2406037, 1751543190.241804, 1751543190.4733021, 1751543190.563829, 1751543190.6498928, 1751543190.7354891, 1751543190.826203, 1751543190.9174218, 1751543191.0090823, 1751543191.1002865, 1751543191.1903374, 1751543191.2821136, 1751543191.3741248, 1751543191.4651642, 1751543191.556736, 1751543191.648322, 1751543191.738342, 1751543191.829726, 1751543191.920942, 1751543192.0115345, 1751543192.103368, 1751543192.1936991, 1751543192.2851038, 1751543192.3748527, 1751543192.4661381, 1751543192.5578542, 1751543192.6491432, 1751543192.7392838, 1751543192.8306942, 1751543192.9233334, 1751543193.0140302, 1751543193.102277, 1751543193.1946273, 1751543193.285759, 1751543193.3771434, 1751543193.4695847, 1751543193.560488, 1751543193.6508493, 1751543193.7423172, 1751543193.834508, 1751543193.929, 1751543194.0245135, 1751543194.120923, 1751543194.2161593, 1751543194.316946, 1751543194.4129322, 1751543194.5112805]"
935,96,839,"[1751543194.89382, 1751543194.9846, 1751543194.9856088, 1751543195.1485312, 1751543195.2380493, 1751543195.3282185, 1751543195.4186647, 1751543195.5110474, 1751543195.602358, 1751543195.7003355, 1751543195.7965095, 1751543195.8868258]"
959,48,911,"[1751543196.266437, 1751543196.3606122, 1751543196.3618276, 1751543196.5231738, 1751543196.6166823, 1751543196.7063773]"
1231,176,1055,"[1751543197.070833, 1751543197.161235, 1751543197.1621525, 1751543197.3249583, 1751543197.414876, 1751543197.5066686, 1751543197.5972278, 1751543197.6882806, 1751543197.7802145, 1751543197.8730211, 1751543197.9612617, 1751543198.0527554, 1751543198.144398, 1751543198.2290897, 1751543198.3166158, 1751543198.407808, 1751543198.4969175, 1751543198.588078, 1751543198.6786609, 1751543198.7689123, 1751543198.8605747, 1751543198.9533842, 1751543199.0430844, 1751543199.13486, 1751543199.225225, 1751543199.3187284, 1751543199.4115136, 1751543199.5018656, 1751543199.587021, 1751543199.6805475, 1751543199.7720554, 1751543199.8646076, 1751543199.959711, 1751543200.0549142, 1751543200.1462195, 1751543200.2387445, 1751543200.331842, 1751543200.4275053, 1751543200.5225165, 1751543200.6196592, 1751543200.7144191, 1751543200.8128047, 1751543200.9105744]"
1559,204,1355,"[1751543201.2926419, 1751543201.401031, 1751543201.4022217, 1751543201.5938926, 1751543201.684009, 1751543201.775189, 1751543201.8647652, 1751543201.9573445, 1751543202.045728, 1751543202.1392355, 1751543202.2308137, 1751543202.322438, 1751543202.415043, 1751543202.5044317, 1751543202.5948675, 1751543202.6853862, 1751543202.7769442, 1751543202.8687963, 1751543202.959194, 1751543203.0498097, 1751543203.140901, 1751543203.2335203, 1751543203.323093, 1751543203.4151738, 1751543203.5059385, 1751543203.5971625, 1751543203.688464, 1751543203.7814817, 1751543203.8720698, 1751543203.9630983, 1751543204.0537088, 1751543204.1450589, 1751543204.2341049, 1751543204.3240197, 1751543204.416586, 1751543204.5101774, 1751543204.6074638, 1751543204.7011936, 1751543204.7950726, 1751543204.8908637]"
2567,393,2174,"[1751543205.2631872, 1751543205.3840494, 1751543205.3853142, 1751543205.5974941, 1751543205.6909723, 1751543205.782155, 1751543205.8726597, 1751543205.9651406, 1751543206.055347, 1751543206.1460104, 1751543206.2368476, 1751543206.3289335, 1751543206.4207263, 1751543206.5121706, 1751543206.6025972, 1751543206.6946778, 1751543206.7858589, 1751543206.8766315, 1751543206.9672592, 1751543207.0574267, 1751543207.1488872, 1751543207.2390766, 1751543207.3293068, 1751543207.421143, 1751543207.5120015, 1751543207.603143, 1751543207.6944363, 1751543207.7852325, 1751543207.877276, 1751543207.9679098, 1751543208.06, 1751543208.1512911, 1751543208.242276, 1751543208.3335783, 1751543208.424112, 1751543208.5266137, 1751543208.61802, 1751543208.7165506, 1751543208.8111799, 1751543208.9040387, 1751543208.9998271, 1751543209.0970454, 1751543209.1930637, 1751543209.29245, 1751543209.3893685, 1751543209.4855583, 1751543209.5810642, 1751543209.6789434, 1751543209.7778711, 1751543209.87612, 1751543209.972102, 1751543210.0709376, 1751543210.170244, 1751543210.270963, 1751543210.3714879, 1751543210.4687042, 1751543210.5691874, 1751543210.669783, 1751543210.7708788, 1751543210.8709893, 1751543210.970201, 1751543211.0650864, 1751543211.1620946, 1751543211.2598193, 1751543211.3595192, 1751543211.4618344, 1751543211.5608406, 1751543211.6602995, 1751543211.75722, 1751543211.8576949, 1751543211.9596589, 1751543212.0620112, 1751543212.1616845, 1751543212.264405, 1751543212.3646324, 1751543212.4668345, 1751543212.5669026, 1751543212.6678996, 1751543212.7694845, 1751543212.870195, 1751543212.9710968, 1751543213.0788434, 1751543213.1823184, 1751543213.282456, 1751543213.3859134, 1751543213.4881885, 1751543213.5885317, 1751543213.6897607, 1751543213.7909105, 1751543213.8904264, 1751543213.9908328, 1751543214.0929139, 1751543214.195071, 1751543214.296751, 1751543214.4005148, 1751543214.5072474, 1751543214.6093004, 1751543214.7192023, 1751543214.8242478, 1751543214.9302313, 1751543215.037543, 1751543215.1426017, 1751543215.2499948, 1751543215.3557184, 1751543215.4658015, 1751543215.5770352, 1751543215.6849277, 1751543215.7919273, 1751543215.9002995, 1751543216.008007, 1751543216.1145597, 1751543216.22088, 1751543216.3287227, 1751543216.4377615, 1751543216.549228, 1751543216.661279, 1751543216.7711198, 1751543216.881381, 1751543216.9910247, 1751543217.0977435, 1751543217.2079973, 1751543217.3173916, 1751543217.4289198, 1751543217.5402322, 1751543217.6512566, 1751543217.764288, 1751543217.8757455, 1751543217.9856324, 1751543218.0980237, 1751543218.209366, 1751543218.3216002]"
1975,580,1395,"[1751543218.7717237, 1751543218.8806827, 1751543218.881535, 1751543219.0756714, 1751543219.1648147, 1751543219.2523322, 1751543219.3422503, 1751543219.4364111, 1751543219.525461, 1751543219.6169608, 1751543219.7065072, 1751543219.7988882, 1751543219.8899665, 1751543219.9810398, 1751543220.0725453, 1751543220.1618235, 1751543220.2520857, 1751543220.3445618, 1751543220.4355948, 1751543220.527123, 1751543220.6173172, 1751543220.7108488, 1751543220.8004808, 1751543220.8912113, 1751543220.9823306, 1751543221.0740542, 1751543221.1653347, 1751543221.2562237, 1751543221.34703, 1751543221.438475, 1751543221.529306, 1751543221.6211798, 1751543221.7108133, 1751543221.8028438, 1751543221.8946772, 1751543221.9872317, 1751543222.0837965, 1751543222.1774287, 1751543222.2728028, 1751543222.3673728, 1751543222.4580274, 1751543222.5515642, 1751543222.640731, 1751543222.7352245, 1751543222.8304064, 1751543222.9270146, 1751543223.023096, 1751543223.120467, 1751543223.2132382, 1751543223.3090265, 1751543223.4058526, 1751543223.5083206, 1751543223.6060483, 1751543223.702304, 1751543223.801403, 1751543223.9024405, 1751543224.0049446, 1751543224.105924, 1751543224.206181, 1751543224.308593, 1751543224.4084466, 1751543224.5106847, 1751543224.6090567, 1751543224.7125397, 1751543224.8143046, 1751543224.91575, 1751543225.017827, 1751543225.1172931, 1751543225.2188222, 1751543225.3202698, 1751543225.4219022, 1751543225.524851, 1751543225.6239798, 1751543225.7373853, 1751543225.837739, 1751543225.938999, 1751543226.0409553, 1751543226.1391761, 1751543226.2412171, 1751543226.3441353, 1751543226.446072, 1751543226.5490706, 1751543226.6481156, 1751543226.749754, 1751543226.8513684, 1751543226.9526284, 1751543227.0541048, 1751543227.1544359, 1751543227.2562265, 1751543227.3577344, 1751543227.4601638, 1751543227.5655906, 1751543227.6690233, 1751543227.7699044, 1751543227.8709164, 1751543227.9720058, 1751543228.0750506, 1751543228.1771274, 1751543228.2837627, 1751543228.3952646, 1751543228.4961662, 1751543228.6004362, 1751543228.7051606, 1751543228.8112109, 1751543228.9171867, 1751543229.0243268, 1751543229.1314886, 1751543229.2374794, 1751543229.343428, 1751543229.4509904, 1751543229.562203, 1751543229.6740484, 1751543229.7841902, 1751543229.8948019, 1751543230.0066314, 1751543230.1146038, 1751543230.2182436, 1751543230.3241127]"
2063,328,1735,"[1751543230.725155, 1751543230.8519373, 1751543230.85291, 1751543231.066402, 1751543231.151059, 1751543231.2405982, 1751543231.3330264, 1751543231.4242275, 1751543231.514586, 1751543231.6061954, 1751543231.6969585, 1751543231.7880106, 1751543231.8791628, 1751543231.970512, 1751543232.0610986, 1751543232.1533165, 1751543232.2440295, 1751543232.3364522, 1751543232.4254816, 1751543232.5174549, 1751543232.6080222, 1751543232.7030964, 1751543232.7937293, 1751543232.8843617, 1751543232.973179, 1751543233.063636, 1751543233.1547732, 1751543233.246047, 1751543233.3350832, 1751543233.4271538, 1751543233.5166647, 1751543233.6075256, 1751543233.6976142, 1751543233.7923331, 1751543233.883189, 1751543233.9754205, 1751543234.0749083, 1751543234.1681285, 1751543234.259011, 1751543234.3526554, 1751543234.4488049, 1751543234.54438, 1751543234.6407223, 1751543234.734786, 1751543234.8281217, 1751543234.921958, 1751543235.0128136, 1751543235.1081872, 1751543235.209069, 1751543235.309863, 1751543235.4086392, 1751543235.512477, 1751543235.6125915, 1751543235.7134292, 1751543235.8091822, 1751543235.9084663, 1751543236.008967, 1751543236.1095095, 1751543236.2121258, 1751543236.3139148, 1751543236.4143424, 1751543236.5165558, 1751543236.6158438, 1751543236.7202816, 1751543236.819351, 1751543236.9202924, 1751543237.0229201]"
1567,104,1463,"[1751543237.4088328, 1751543237.5387084, 1751543237.5398533, 1751543237.7745984, 1751543237.8634062, 1751543237.9537992, 1751543238.0440302, 1751543238.1362658, 1751543238.2259235, 1751543238.314499, 1751543238.4008148, 1751543238.490681, 1751543238.5823827]"
1279,106,1173,"[1751543238.9710295, 1751543239.080608, 1751543239.0818279, 1751543239.282756, 1751543239.3723304, 1751543239.4629943, 1751543239.554602, 1751543239.6457942, 1751543239.7359164, 1751543239.8272693, 1751543239.917945, 1751543240.0108151, 1751543240.100829, 1751543240.1917264, 1751543240.2886019, 1751543240.3835154, 1751543240.473313, 1751543240.565757, 1751543240.6570408, 1751543240.74785]"
